Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
123,17,01/03/2018 10:45:52,81288,1,1,48,48,48,48,48,0,48,48,48,0,1180.986123,24.60387757,81288,0,81288,81288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12.30193879,12.30193879,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,0,0,0,0,0,0,1,48,1,48,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
51256,6,01/03/2018 01:21:09,26,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,1192307.692,115384.6154,13,16.97056275,25,1,26,13,16.97056275,25,1,0,0,0,0,0,0,0,0,0,60,0,115384.6154,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,0,0,0,0,0,0,3,31,0,0,62,-1,1,20,0,0,0,0,0,0,0,0,Benign
50887,6,01/03/2018 10:54:29,32,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,62500.0,32.0,0.0,32,32,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,31250.0,31250.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,185,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,01/03/2018 10:31:15,119709561,18,15,883,1418,436,0,49.05555556,140.7724372,788,0,94.53333333,251.2533914,19.22152233,0.275667204,3740923.781,4774085.934,10100000,13,120000000,7041738.882,4428543.518,10100000,132,115000000,8227224,3831436.881,10100000,448,0,0,0,0,372,444,0.15036393,0.125303275,0,788,67.67647059,194.0261964,37646.16488,0,0,1,1,0,0,0,1,0,69.72727273,49.05555556,94.53333333,0,0,0,0,0,0,18,883,15,1418,8192,290,13,20,390357.9091,1257232.659,4181057,11244,10100000,26850.16514,10100000,9999709,Benign
53,17,01/03/2018 03:17:37,962,1,1,40,139,40,40,40.0,0.0,139,139,139.0,0.0,186070.6861,2079.002079,962.0,0.0,962,962,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1039.50104,1039.50104,40,139,73.0,57.15767665,3267.0,0,0,0,0,0,0,0,0,1,109.5,40.0,139.0,0,0,0,0,0,0,1,40,1,139,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,01/03/2018 03:37:45,5803561,5,5,321,430,321,0,64.2,143.5555642,215,0,86,117.7603499,129.4033095,1.723080019,644840.1111,1826808.681,5513088,4,290473,72618.25,117287.1777,246585,1309,5764266,1441066.5,2716220.913,5513101,4,0,0,0,0,124,112,0.86154001,0.86154001,0,321,68.27272727,120.0908747,14421.81818,0,0,1,1,0,0,0,1,1,75.1,64.2,86,0,0,0,0,0,0,5,321,5,430,8192,110,1,20,0,0,0,0,0,0,0,0,Benign
80,6,01/03/2018 08:16:50,116697181,18,17,1319,2364,436,0,73.27777778,166.9176639,788,0,139.0588235,309.6466677,31.56031678,0.299921555,3432270.029,4735809.944,10000000,16,117000000,6863880.176,4622768.848,10000000,138,117000000,7292874.938,4432270.958,10000000,414,0,0,0,0,372,484,0.154245371,0.145676184,0,788,102.3055556,242.389276,58752.56111,0,0,1,1,0,0,0,1,0,105.2285714,73.27777778,139.0588235,0,0,0,0,0,0,18,1319,17,2364,8192,292,14,20,23225,27914.82333,86283,11225,9700605.25,1019219.293,10000000,6464756,Benign
443,6,01/03/2018 01:49:42,5324719,8,5,316,3644,192,0,39.5,69.68500556,1460,0,728.8,687.5995928,743.7012169,2.441443389,443726.5833,1416216.176,4938412,8,5324719,760674.1429,1843251.349,4938412,12,232361,58090.25,67115.22537,119819,24,0,0,0,0,172,112,1.502426701,0.939016688,0,1460,282.8571429,516.8900876,267175.3626,0,0,1,1,0,0,0,1,0,304.6153846,39.5,728.8,0,0,0,0,0,0,8,316,5,3644,8192,1026,3,20,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 08:26:21,118351924,67,123,1778,154970,477,0,26.53731343,101.0186494,1460,0,1259.918699,487.3393572,1324.422913,1.605381591,626200.6561,2390389.454,10200000,0,118000000,1793210.97,3803867.253,10200000,8,114000000,932696.9672,2912381.59,10200000,0,0,0,0,0,1352,2604,0.566108245,1.039273345,0,1460,820.6701571,711.9537619,506878.1591,0,0,1,1,0,0,0,1,1,824.9894737,26.53731343,1259.918699,0,0,0,0,0,0,67,1778,123,154970,8192,1047,17,20,240341.7273,727967.7254,2435247,20765,10100000,63485.23153,10200000,10000000,Benign
53807,6,01/03/2018 02:38:01,52,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38461.53846,52.0,0.0,52,52,52,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0,0,0,40,0,38461.53846,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,01/03/2018 09:29:02,118078751,16,17,1167,4861,517,0,72.9375,134.5503468,1430,0,285.9411765,462.6230202,51.05067549,0.279474501,3689960.969,14400000,58900000,1,118000000,7871916.733,20600000,59000000,19,118000000,7370172.063,20100000,59000000,1,0,0,0,0,332,352,0.135502788,0.143971713,0,1430,177.2941176,352.5761065,124309.9109,0,0,1,1,0,0,0,1,1,182.6666667,72.9375,285.9411765,0,0,0,0,0,0,16,1167,17,4861,8192,180,8,20,311329,219552.4129,466576,156082,58700000,302399.8718,58900000,58400000,Benign
443,6,01/03/2018 09:23:36,102936,10,8,557,5264,206,0,55.7,85.5596608,1460,0,658,687.9225455,56549.70078,174.8659361,6055.058824,9391.486141,28399,1,102936,11437.33333,10775.09615,28399,13,65256,9322.285714,17426.68775,46314,1,0,0,0,0,212,172,97.14774229,77.71819383,0,1460,306.3684211,531.7639629,282772.9123,0,0,1,1,0,0,0,1,0,323.3888889,55.7,658,0,0,0,0,0,0,10,557,8,5264,8192,119,4,20,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 10:46:24,311,1,1,30,62,30,30,30,0,62,62,62,0,295819.9357,6430.868167,311,0,311,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3215.434084,3215.434084,30,62,40.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,61,30,62,0,0,0,0,0,0,1,30,1,62,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53906,6,01/03/2018 02:15:59,27,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,74074.07407,27.0,0.0,27,27,27,27.0,0.0,27,27,0,0.0,0.0,0,0,0,0,0,0,40,0,74074.07407,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,01/03/2018 09:45:12,73491,9,7,557,3773,206,0,61.88888889,88.34371008,1460,0,539,655.4329358,58918.77917,217.7137337,4899.4,7466.485938,26362,0,73491,9186.375,9807.121566,26362,18,35944,5990.666667,6809.228052,15438,0,0,0,0,0,192,152,122.4639752,95.24975847,0,1460,254.7058824,474.6863128,225327.0956,0,0,1,1,0,0,0,1,0,270.625,61.88888889,539,0,0,0,0,0,0,9,557,7,3773,8192,119,4,20,0,0,0,0,0,0,0,0,Benign
51035,6,01/03/2018 11:30:45,55,2,0,0,0,0,0,0,0,0,0,0,0,0,36363.63636,55,0,55,55,55,55,0,55,55,0,0,0,0,0,0,0,0,0,40,0,36363.63636,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,31,-1,0,20,0,0,0,0,0,0,0,0,Benign
50505,6,01/03/2018 09:52:46,23,2,0,0,0,0,0,0,0,0,0,0,0,0,86956.52174,23,0,23,23,23,23,0,23,23,0,0,0,0,0,0,0,0,0,40,0,86956.52174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32,-1,0,20,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 08:44:12,76362863,17,18,804,9168,224,0,47.29411765,79.12234569,1460,0,509.3333333,617.1654369,130.5870368,0.458337975,2245966.559,10200000.0,58400000,0,76400000,4772678.938,14700000.0,58400000,61,71100000,4182543.235,14300000.0,58600000,0,0,0,0,0,352,372,0.222621302,0.235716673,0,1460,277.0,493.4050205,243448.5143,0,0,1,1,0,0,0,1,1,284.9142857,47.29411765,509.3333333,0,0,0,0,0,0,17,804,18,9168,8192,292,6,20,122763.3333,54268.35595,167388,62352,25300000.0,28900000.0,58400000,5197305,Benign
123,17,01/03/2018 10:28:48,324639,1,1,48,48,48,48,48,0,48,48,48,0,295.7130844,6.160689258,324639,0,324639,324639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3.080344629,3.080344629,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,0,0,0,0,0,0,1,48,1,48,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
67,17,01/03/2018 08:36:36,90870584,9,0,2700,0,300,300,300,0,0,0,0,0,29.71258554,0.099041952,11400000,9577239.497,31500000,3874536,90900000,11400000,9577239.497,31500000,3874536,0,0,0,0,0,0,0,0,0,72,0,0.099041952,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,333.3333333,300,0,0,0,0,0,0,0,9,2700,0,0,-1,-1,8,8,5913068,2707650.458,7827666,3998470,15800000,9721310.534,31500000,7398661,Benign
50722,6,01/03/2018 10:15:31,7703,2,1,38,0,38,0,19,26.87005769,0,0,0,0,4933.142931,389.4586525,3851.5,5427.044546,7689,14,7703,7703,0,7703,7703,0,0,0,0,0,1,0,0,0,40,20,259.6391016,129.8195508,0,38,19,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19,0,0,0,0,0,0,0,2,38,1,0,176,0,0,20,0,0,0,0,0,0,0,0,Benign
3389,6,01/03/2018 09:45:03,1402848,8,7,1148,1581,677,0,143.5,228.1296624,1173,0,225.8571429,430.0986044,1945.328361,10.69253405,100203.4286,251842.0564,968737,37,1402848,200406.8571,386269.9163,1074621,37,1339090,223181.6667,365594.9973,968737,64507,0,0,0,0,168,148,5.702684824,4.989849221,0,1173,170.5625,319.4332416,102037.5958,0,0,0,1,0,0,0,0,0,181.9333333,143.5,225.8571429,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 09:18:12,116875257,37,50,2706,46747,585,0,73.13513514,181.4987239,1460,0,934.94,683.0835073,423.1263423,0.74438339,1359014.616,3379978.064,10000000,0,117000000,3246534.917,4644105.213,10000000,12,112000000,2276459.816,4216820.051,10000000,0,0,0,0,0,752,1144,0.316576844,0.427806546,0,1460,561.9659091,679.4360313,461633.3207,0,0,1,1,0,0,0,1,1,568.4252874,73.13513514,934.94,0,0,0,0,0,0,37,2706,50,46747,8192,1087,18,20,125566.3333,362507.4282,1276682,20833,9614037.417,1356167.571,10000000,5307872,Benign
3389,6,01/03/2018 04:44:04,4394351,8,11,1132,1581,661,0,141.5,222.7920235,1173,0,143.7272727,352.1017157,617.3835454,4.323732902,244130.6111,574233.066,2468814,4,4394351,627764.4286,929355.8432,2627552,4,4316717,431671.7,737029.3274,2468814,42162,0,0,0,0,168,228,1.820519116,2.503213785,0,1173,135.65,290.7886328,84558.02895,0,0,0,1,0,0,0,0,1,142.7894737,141.5,143.7272727,0,0,0,0,0,0,8,1132,11,1581,8192,62868,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,01/03/2018 09:02:01,115266158,20,17,778,3502,415,0,38.9,101.7824822,1460,0,206,461.6016952,37.13145362,0.320996211,3201837.722,4641149.238,10000000,10,115000000,6066639.895,4889848.176,10000000,27,111000000,6916034.438,4794209.502,10000000,18,0,0,0,0,412,484,0.173511466,0.147484746,0,1460,112.6315789,323.647491,104747.6984,0,0,1,1,0,0,0,1,0,115.6756757,38.9,206,0,0,0,0,0,0,20,778,17,3502,8192,980,15,20,50629.45455,61946.68704,237401,31603,10000000,18639.72167,10000000,9952860,Benign
53,17,01/03/2018 08:21:13,32810,1,1,44,100,44,44,44,0,100,100,100,0,4388.905821,60.9570253,32810,0,32810,32810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,30.47851265,30.47851265,44,100,62.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,94,44,100,0,0,0,0,0,0,1,44,1,100,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 08:58:37,88149,1,1,34,126,34,34,34,0,126,126,126,0,1815.108509,22.68885637,88149,0,88149,88149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11.34442818,11.34442818,34,126,64.66666667,53.11622477,2821.333333,0,0,0,0,0,0,0,0,1,97,34,126,0,0,0,0,0,0,1,34,1,126,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
49998,6,01/03/2018 08:48:46,18,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,55555.55556,55555.55556,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,66,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,01/03/2018 10:24:33,121851,2,2,64,250,32,32,32,0,125,125,125,0,2576.917711,32.82697721,40617,46490.5586,91339,30,30482,30482,0,30482,30482,30,30,0,30,30,0,0,0,0,16,16,16.4134886,16.4134886,32,125,69.2,50.93819785,2594.7,0,0,0,0,0,0,0,0,1,86.5,32,125,0,0,0,0,0,0,2,64,2,250,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
67,17,01/03/2018 12:04:50,91402105,9,0,2700,0,300,300,300,0,0,0,0,0,29.53980108,0.098466004,11400000,9781449.967,31900000,3182842,91400000,11400000,9781449.967,31900000,3182842,0,0,0,0,0,0,0,0,0,72,0,0.098466004,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,333.3333333,300,0,0,0,0,0,0,0,9,2700,0,0,-1,-1,8,8,5669121.5,3516130.189,8155401,3182842,16000000,9848001.974,31900000,7687221,Benign
51571,6,01/03/2018 02:14:48,173,2,0,0,0,0,0,0,0,0,0,0,0,0,11560.69364,173,0,173,173,173,173,0,173,173,0,0,0,0,0,0,0,0,0,40,0,11560.69364,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,123,-1,0,20,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 08:40:52,5042797,6,4,599,137,517,0,99.83333333,205.4511296,137,0,34.25,68.5,145.9507492,1.983026483,560310.7778,1652752.081,4967431,12,5042797,1008559.4,2241616.221,5018470,12,63682,21227.33333,27016.8925,51683,147,0,0,0,0,132,92,1.18981589,0.793210593,0,517,66.90909091,155.040288,24037.49091,0,0,1,1,0,0,0,1,0,73.6,99.83333333,34.25,0,0,0,0,0,0,6,599,4,137,8192,219,3,20,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 09:15:34,1618,1,1,37,77,37,37,37.0,0.0,77,77,77.0,0.0,70457.35476,1236.093943,1618.0,0.0,1618,1618,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,618.0469716,618.0469716,37,77,50.33333333,23.09401077,533.3333333,0,0,0,0,0,0,0,0,1,75.5,37.0,77.0,0,0,0,0,0,0,1,37,1,77,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,01/03/2018 01:38:50,39162,1,1,32,89,32,32,32,0,89,89,89,0,3089.72984,51.06991471,39162,0,39162,39162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,25.53495736,25.53495736,32,89,51,32.90896534,1083,0,0,0,0,0,0,0,0,1,76.5,32,89,0,0,0,0,0,0,1,32,1,89,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 09:45:26,617,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,124797.4068,4862.236629,308.5,413.657467,601,16,617,308.5,413.657467,601,16,0,0,0,0,0,1,0,0,0,60,0,4862.236629,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,257,-1,1,20,0,0,0,0,0,0,0,0,Benign
80,6,01/03/2018 04:23:38,153,2,0,0,0,0,0,0,0,0,0,0,0,0,13071.89542,153,0,153,153,153,153,0,153,153,0,0,0,0,0,0,0,0,0,40,0,13071.89542,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0,0,0,0,0,0,0,0,Benign
80,6,01/03/2018 04:55:11,78243,3,4,437,860,437,0,145.6666667,252.3020676,860,0,215,430,16576.56276,89.46487226,13040.5,19857.05958,39612,0,38629,19314.5,26081.63362,37757,872,40534,13511.33333,23400.58378,40532,0,0,0,0,0,72,92,38.34208811,51.12278415,0,860,162.125,320.7787121,102898.9821,0,0,1,1,0,0,0,1,1,185.2857143,145.6666667,215,0,0,0,0,0,0,3,437,4,860,8192,31,1,20,0,0,0,0,0,0,0,0,Benign
51423,6,01/03/2018 01:45:36,50,2,0,0,0,0,0,0,0,0,0,0,0,0,40000,50,0,50,50,50,50,0,50,50,0,0,0,0,0,0,0,0,0,40,0,40000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,123,-1,0,20,0,0,0,0,0,0,0,0,Benign
0,0,01/03/2018 02:14:51,62997467,4,0,0,0,0,0,0,0,0,0,0,0,0,0.063494616,21000000,34600000,61000000,999962,63000000,21000000,34600000,61000000,999962,0,0,0,0,0,0,0,0,0,0,0,0.063494616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,0,0,999974,0,999974,999974,61000000,0,61000000,61000000,Benign
443,6,01/03/2018 09:23:38,78770649,15,19,905,9551,324,0,60.33333333,99.56165833,1460,0,502.6842105,672.3404439,132.7397975,0.431632854,2386989.364,10700000,58600000,0,58800000,4199610.286,15600000,58600000,22,78800000,4375502.889,14300000,58600000,0,0,0,0,0,312,392,0.190426259,0.241206595,0,1460,298.7428571,542.5324248,294341.4319,0,0,1,1,0,0,0,1,1,307.5294118,60.33333333,502.6842105,0,0,0,0,0,0,15,905,19,9551,8192,32,6,20,115551.5,54050.53525,153771,77332,39300000,27300000,58600000,20000000,Benign
80,6,01/03/2018 09:15:31,47442,3,4,437,859,437,0,145.6666667,252.3020676,859,0,214.75,429.5,27317.56671,147.5485856,7907,11819.81203,23181,0,23957,11978.5,15832.82794,23174,783,24299,8099.666667,13766.60163,23995,0,0,0,0,0,72,92,63.23510813,84.31347751,0,859,162,320.4679614,102699.7143,0,0,1,1,0,0,0,1,1,185.1428571,145.6666667,214.75,0,0,0,0,0,0,3,437,4,859,8192,31,1,20,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 10:15:30,951,1,1,28,78,28,28,28,0,78,78,78,0,111461.6193,2103.049422,951,0,951,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1051.524711,1051.524711,28,78,44.66666667,28.86751346,833.3333333,0,0,0,0,0,0,0,0,1,67,28,78,0,0,0,0,0,0,1,28,1,78,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 02:23:53,115894154,21,23,607,3268,342,0,28.9047619,84.45111294,535,0,142.0869565,224.8011066,33.43568132,0.379656769,2695212.884,4419167.845,10000000,1,116000000,5794707.7,4940086.693,10000000,13,110000000,5011450.682,5122909.984,10000000,1,0,0,0,0,432,464,0.181199821,0.198456947,0,535,86.11111111,178.5437586,31877.87374,0,0,1,1,0,0,0,1,1,88.06818182,28.9047619,142.0869565,0,0,0,0,0,0,21,607,23,3268,8192,13400,14,20,18317.83333,19992.85873,80987,11475,9639527.25,1262401.812,10000000,5630866,Benign
53,17,01/03/2018 11:35:08,369,1,1,44,60,44,44,44,0,60,60,60,0,281842.8184,5420.054201,369,0,369,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2710.0271,2710.0271,44,60,49.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,74,44,60,0,0,0,0,0,0,1,44,1,60,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
80,6,01/03/2018 02:28:21,115094207,16,14,417,334,406,0,26.0625,101.3176317,334,0,23.85714286,89.2652548,6.525089486,0.260656038,3968765.759,4912858.109,10100000,16,115000000,7672947.133,4253615.512,10100000,164,111000000,8548745.846,3786632.473,10100000,15068,0,0,0,0,332,424,0.139016554,0.121639484,0,406,24.22580645,92.77381444,8606.980645,0,0,1,1,0,0,0,1,0,25.03333333,26.0625,23.85714286,0,0,0,0,0,0,16,417,14,334,8192,172,12,20,25882.45455,25403.40094,102476,18144,10100000,15077.25121,10100000,10000000,Benign
53,17,01/03/2018 09:50:29,1706,1,1,32,128,32,32,32,0,128,128,128,0,93786.6354,1172.332943,1706,0,1706,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,586.1664713,586.1664713,32,128,64,55.42562584,3072,0,0,0,0,0,0,0,0,1,96,32,128,0,0,0,0,0,0,1,32,1,128,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,01/03/2018 05:03:34,28140601,8,11,1144,1581,677,0,143.0,227.9699228,1173,0,143.7272727,352.1017157,96.8351742,0.675181031,1563366.722,3223264.497,12500000,2,28100000,4020085.857,4507925.179,12700000,2,28000000,2802157.3,3976106.945,12500000,206992,0,0,0,0,172,232,0.28428675,0.390894281,0,1173,136.25,292.277063,85425.88158,0,0,1,1,0,0,0,1,1,143.4210526,143.0,143.7272727,0,0,0,0,0,0,8,1144,11,1581,8192,62856,5,20,4383416.0,5906296.066,8559798,207034,9627391.5,4020742.801,12500000,6784297,Benign
50467,6,01/03/2018 09:47:12,10,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,200000.0,10.0,0.0,10,10,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,100000.0,100000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,172,257,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,01/03/2018 11:11:25,262,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,118320.6107,11450.38168,131,156.9777054,242,20,262,131,156.9777054,242,20,0,0,0,0,0,0,0,0,0,60,0,11450.38168,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,0,0,0,0,0,0,3,31,0,0,258,-1,1,20,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 02:34:18,116120812,19,16,1509,649,899,0,79.42105263,230.8458639,497,0,40.5625,127.4854077,18.58409326,0.301410224,3415318,4741623.993,10200000,2,116000000,6451156.222,4839235.967,10200000,40,112000000,7451098.733,4618904.937,10200000,2,0,0,0,0,392,464,0.163622693,0.137787531,0,899,59.94444444,186.6865891,34851.88254,0,0,1,1,0,0,0,1,0,61.65714286,79.42105263,40.5625,0,0,0,0,0,0,19,1509,16,649,8192,1003,15,20,70883.36364,98963.59497,369210,37655,10100000,72064.27504,10200000,9986926,Benign
80,6,01/03/2018 08:21:12,5808738,3,1,0,0,0,0,0,0,0,0,0,0,0,0.688617734,1936246,3343883.86,5797425,16,5808738,2904369,4091399.032,5797425,11313,0,0,0,0,0,0,0,0,0,72,32,0.516463301,0.172154434,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,65535,0,20,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 09:50:16,60953595,15,15,968,5541,601,0,64.53333333,162.5334544,1460,0,369.4,592.5936695,106.7861543,0.492177697,2101848.103,4145398.139,10100000,1,61000000,4353828.214,5152327.732,10100000,192,60900000,4352972.643,5154813.275,10100000,1,0,0,0,0,312,384,0.246088848,0.246088848,0,1460,209.9677419,448.2861797,200960.4989,0,0,1,1,0,0,0,1,1,216.9666667,64.53333333,369.4,0,0,0,0,0,0,15,968,15,5541,8192,114,9,20,17420.66667,13530.32499,45039,11834,10100000,30601.23633,10100000,10000000,Benign
51664,6,01/03/2018 02:19:21,26,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,1423076.923,76923.07692,26,0,26,26,26,26,0,26,26,0,0,0,0,0,0,0,0,0,40,0,76923.07692,0,0,37,12.33333333,21.36195996,456.3333333,0,0,0,0,1,0,0,0,0,18.5,18.5,0,0,0,0,0,0,0,2,37,0,0,40958,-1,1,20,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 09:29:02,118078751,16,17,1167,4861,517,0,72.9375,134.5503468,1430,0,285.9411765,462.6230202,51.05067549,0.279474501,3689960.969,14400000,58900000,1,118000000,7871916.733,20600000,59000000,19,118000000,7370172.063,20100000,59000000,1,0,0,0,0,332,352,0.135502788,0.143971713,0,1430,177.2941176,352.5761065,124309.9109,0,0,1,1,0,0,0,1,1,182.6666667,72.9375,285.9411765,0,0,0,0,0,0,16,1167,17,4861,8192,180,8,20,311329,219552.4129,466576,156082,58700000,302399.8718,58900000,58400000,Benign
443,6,01/03/2018 01:45:22,119997782,10,6,1019,1039,288,0,101.9,133.8111854,325,0,173.1666667,166.7350193,17.150317,0.133335798,7999852.133,14600000,40200000,149,80800000,8979117.778,14600000,40200000,583,120000000,24000000,16600000,40300000,149,1,0,0,0,200,120,0.083334874,0.050000924,0,325,122.9411765,143.1749239,20499.05882,0,1,0,0,1,0,0,0,0,130.625,101.9,173.1666667,0,0,0,0,0,0,10,1019,6,1039,129,148,4,20,89968.75,35398.24119,142223,63672,29900000,11300000,40200000,19600000,Benign
